Client,Year,Total_Respondents,Col_Index,Column_Name
Habitat for Humanity,2023,14,19,Wellness activities preference and participation - Other (please specify)
Habitat for Humanity,2023,14,20,Which of the above would you like to join as a champion or a committee member?
Habitat for Humanity,2023,14,21,Wellness champion/committee interested joining - ZUMBA
Habitat for Humanity,2023,14,22,Wellness champion/committee interested joining - SWIMMING
Habitat for Humanity,2023,14,23,Wellness champion/committee interested joining - HIKING
Habitat for Humanity,2023,14,24,Wellness champion/committee interested joining - CYCLING
Habitat for Humanity,2023,14,25,Wellness champion/committee interested joining - RUNNING
Habitat for Humanity,2023,14,26,Wellness champion/committee interested joining - FOOTBALL
Habitat for Humanity,2023,14,27,Wellness champion/committee interested joining - MEN'S CAVE
Habitat for Humanity,2023,14,28,Wellness champion/committee interested joining - LADIES CLUB
Habitat for Humanity,2023,14,29,Wellness champion/committee interested joining - BOOK CLUB
Habitat for Humanity,2023,14,30,Wellness champion/committee interested joining - DIET/NUTRITION PROGRAMS
Habitat for Humanity,2023,14,31,Wellness champion/committee interested joining - STAIRCASE/STEP CHALLENGE
Habitat for Humanity,2023,14,32,Wellness champion/committee interested joining - MEDITATION/YOGA/MUSIC
Habitat for Humanity,2023,14,33,Wellness champion/committee interested joining - QUIZ DAYS
Habitat for Humanity,2023,14,34,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
Habitat for Humanity,2023,14,35,Mental wellness areas requested to address - Work/job-related stressors
Habitat for Humanity,2023,14,36,Mental wellness areas requested to address - Building Healthy families
Habitat for Humanity,2023,14,37,Mental wellness areas requested to address - Emotional Wellbeing
Habitat for Humanity,2023,14,38,Mental wellness areas requested to address - Financial Wellbeing
Habitat for Humanity,2023,14,39,"Mental wellness areas requested to address - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
Habitat for Humanity,2023,14,40,Mental wellness areas requested to address - Substance and Drug Dependence
Habitat for Humanity,2023,14,41,Mental wellness areas requested to address - Healthy Relationships
Habitat for Humanity,2023,14,42,Mental wellness areas requested to address - Unresolved Childhood Difficulties
Habitat for Humanity,2023,14,43,Mental wellness areas requested to address - Anxiety and Depression
Habitat for Humanity,2023,14,44,Mental wellness areas requested to address - Work-life balance
Habitat for Humanity,2023,14,45,Mental wellness areas requested to address - Lifestyle diseases management
Habitat for Humanity,2023,14,46,Mental wellness areas requested to address - Effective Parenting skills (Managing children and teenagers)
Habitat for Humanity,2023,14,47,Mental wellness areas requested to address - Other (please specify)
Habitat for Humanity,2023,14,48,Which of the following training programs would you like to attend?
Habitat for Humanity,2023,14,49,Training programs interested attending - Mental Health Peer counsellor
Habitat for Humanity,2023,14,50,Training programs interested attending - Baby minder trainings (training for your nannies)
Habitat for Humanity,2023,14,51,Training programs interested attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
Habitat for Humanity,2023,14,52,Training programs interested attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
Habitat for Humanity,2023,14,53,Training programs interested attending - Other (please specify)
Habitat for Humanity,2023,14,54,Which of the health and wellbeing clubs below would you be interested to join?
Habitat for Humanity,2023,14,55,Health & wellbeing clubs interest 2023 - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
Habitat for Humanity,2023,14,56,"Health & wellbeing clubs interest 2023 - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
Habitat for Humanity,2023,14,57,"Health & wellbeing clubs interest 2023 - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
Habitat for Humanity,2023,14,58,Health & wellbeing clubs interest 2023 - Other (please specify)
KWAL,2023,71,0,Respondent ID
KWAL,2023,71,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you."
KWAL,2023,71,2,Please select your gender
KWAL,2023,71,3,Kindly select your age group
KWAL,2023,71,4,Please tick your respective functional unit below
KWAL,2023,71,5,Other (please specify)
KWAL,2023,71,6,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
KWAL,2023,71,7,Ranking wellness activities preference and participation(1 least 10 highest) - ZUMBA
KWAL,2023,71,8,Ranking wellness activities preference and participation(1 least 10 highest) - SWIMMING
KWAL,2023,71,9,Ranking wellness activities preference and participation(1 least 10 highest) - HIKING
KWAL,2023,71,10,Ranking wellness activities preference and participation(1 least 10 highest) - CYCLING
KWAL,2023,71,11,Ranking wellness activities preference and participation(1 least 10 highest) - RUNNING
KWAL,2023,71,12,Ranking wellness activities preference and participation(1 least 10 highest) - FOOTBALL
KWAL,2023,71,13,Ranking wellness activities preference and participation(1 least 10 highest) - MEN’ S CAVE
KWAL,2023,71,14,Ranking wellness activities preference and participation(1 least 10 highest) - LADIES CLUB
KWAL,2023,71,15,Ranking wellness activities preference and participation(1 least 10 highest) - BOOK CLUB
KWAL,2023,71,16,Ranking wellness activities preference and participation(1 least 10 highest) - DIET/NUTRITION PROGRAMS
KWAL,2023,71,17,Ranking wellness activities preference and participation(1 least 10 highest) - STAIRCASE/STEP CHALLENGE
KWAL,2023,71,18,Ranking wellness activities preference and participation(1 least 10 highest) - MEDITATION/YOGA/MUSIC
KWAL,2023,71,19,Ranking wellness activities preference and participation(1 least 10 highest) - QUIZ DAYS
KWAL,2023,71,20,Ranking wellness activities preference and participation(1 least 10 highest) - Other (please specify)
KWAL,2023,71,21,Which of the above would you like to join as a champion or a committee member?
KWAL,2023,71,22,Wellness activities champion/committee interested joining - ZUMBA
KWAL,2023,71,23,Wellness activities champion/committee interested joining - SWIMMING
KWAL,2023,71,24,Wellness activities champion/committee interested joining - HIKING
KWAL,2023,71,25,Wellness activities champion/committee interested joining - CYCLING
KWAL,2023,71,26,Wellness activities champion/committee interested joining - RUNNING
KWAL,2023,71,27,Wellness activities champion/committee interested joining - FOOTBALL
KWAL,2023,71,28,Wellness activities champion/committee interested joining - MEN'S CAVE
KWAL,2023,71,29,Wellness activities champion/committee interested joining - LADIES CLUB
KWAL,2023,71,30,Wellness activities champion/committee interested joining - BOOK CLUB
KWAL,2023,71,31,Wellness activities champion/committee interested joining - DIET/NUTRITION PROGRAMS
KWAL,2023,71,32,Wellness activities champion/committee interested joining - STAIRCASE/STEP CHALLENGE
KWAL,2023,71,33,Wellness activities champion/committee interested joining - MEDITATION/YOGA/MUSIC
KWAL,2023,71,34,Wellness activities champion/committee interested joining - QUIZ DAYS
KWAL,2023,71,35,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
KWAL,2023,71,36,Mental wellness issues requested to adress - Work/job-related stressors
KWAL,2023,71,37,Mental wellness issues requested to adress - Building Healthy families
KWAL,2023,71,38,Mental wellness issues requested to adress - Emotional Wellbeing
KWAL,2023,71,39,Mental wellness issues requested to adress - Financial Wellbeing
KWAL,2023,71,40,"Mental wellness issues requested to adress - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
KWAL,2023,71,41,Mental wellness issues requested to adress - Substance and Drug Dependence
KWAL,2023,71,42,Mental wellness issues requested to adress - Healthy Relationships
KWAL,2023,71,43,Mental wellness issues requested to adress - Unresolved Childhood Difficulties
KWAL,2023,71,44,Mental wellness issues requested to adress - Anxiety and Depression
KWAL,2023,71,45,Mental wellness issues requested to adress - Work-life balance
KWAL,2023,71,46,Mental wellness issues requested to adress - Lifestyle diseases management
KWAL,2023,71,47,Mental wellness issues requested to adress - Effective Parenting skills (Managing children and teenagers)
KWAL,2023,71,48,Mental wellness issues requested to adress - Other (please specify)
KWAL,2023,71,49,Which of the following training programs would you like to attend?
KWAL,2023,71,50,Training programs interested attending - Mental Health Peer counsellor
KWAL,2023,71,51,Training programs interested attending - Baby minder trainings (training for your nannies)
KWAL,2023,71,52,Training programs interested attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
KWAL,2023,71,53,Training programs interested attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
KWAL,2023,71,54,Training programs interested attending - Other (please specify)
KWAL,2023,71,55,Which of the health and wellbeing clubs below would you be interested to join?
KWAL,2023,71,56,Health & wellbeing clubs interested joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
KWAL,2023,71,57,"Health & wellbeing clubs interested joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
KWAL,2023,71,58,"Health & wellbeing clubs interested joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
KWAL,2023,71,59,Health & wellbeing clubs interested joining - Other (please specify)
Prudential Africa,2022,323,0,Respondent ID
Prudential Africa,2022,323,1,Please select your gender
Prudential Africa,2022,323,2,Kindly select your age group
Prudential Africa,2022,323,3,Please select your local business unit
Prudential Africa,2022,323,4,"Overall, how do you rate the state of your mental well-being?"
Prudential Africa,2022,323,5,Please reflect on the mental wellness related issues listed below and select all the areas you would like us to address in our regular sessions.
Prudential Africa,2022,323,6,Mental wellness issues requested to address - Emotional intelligence
Prudential Africa,2022,323,7,Mental wellness issues requested to address - Financial constraints
Prudential Africa,2022,323,8,Mental wellness issues requested to address - Trauma
Prudential Africa,2022,323,9,Mental wellness issues requested to address - Work Life Balance
Prudential Africa,2022,323,10,Mental wellness issues requested to address - Substance and Drug Dependence
Prudential Africa,2022,323,11,Mental wellness issues requested to address - Bereavement and Loss
Prudential Africa,2022,323,12,Mental wellness issues requested to address - Relationship Difficulties
Prudential Africa,2022,323,13,Mental wellness issues requested to address - Unresolved Childhood Difficulties
Prudential Africa,2022,323,14,Mental wellness issues requested to address - Anxiety and Depression
Prudential Africa,2022,323,15,Mental wellness issues requested to address - Other (please specify)
Prudential Africa,2022,323,16,What challenges are you currently facing?
Prudential Africa,2022,323,17,Current challenges facing employees - Fear of the unknown
Prudential Africa,2022,323,18,Current challenges facing employees - Anxiety
Prudential Africa,2022,323,19,Current challenges facing employees - Feeling overwhelmed and isolated
Prudential Africa,2022,323,20,Current challenges facing employees - Fear of contracting Covid-19
Prudential Africa,2022,323,21,Current challenges facing employees - Financial issues
Prudential Africa,2022,323,22,Current challenges facing employees - Relationship issues
Prudential Africa,2022,323,23,Current challenges facing employees - Fear of losing my job
Prudential Africa,2022,323,24,Current challenges facing employees - Parenting
Prudential Africa,2022,323,25,Current challenges facing employees - Other (please specify)
Prudential Africa,2022,323,26,"Over the last month, have you had difficulty sleeping?"
Prudential Africa,2022,323,27,Do you have trouble thinking clearly?
Prudential Africa,2022,323,28,Do you cry more than usual?
Prudential Africa,2022,323,29,Do you find it difficult to enjoy your daily activities?
Prudential Africa,2022,323,30,Do you find it difficult to make decisions?
Prudential Africa,2022,323,31,Are you unable to play a useful part in life?
Prudential Africa,2022,323,32,Have you lost interest in things you previously enjoyed doing?
Prudential Africa,2022,323,33,"To what extent do you agree with the following statement ""I feel I have nothing to look forward to"""
Prudential Africa,2022,323,34,Has the thought of ending your life been on your mind?
Prudential Africa,2022,323,35,Do you feel tired all the time?
Prudential Africa,2022,323,36,On what areas would you require support on?
Prudential Africa,2022,323,37,Would you like us to connect you and/or your dependents with our professional counselors for support?
Prudential West Africa,2022,125,0,Unnamed: 0
Prudential West Africa,2022,125,1,Respondent ID
Prudential West Africa,2022,125,2,Please select your gender
Prudential West Africa,2022,125,3,Kindly select your age group
Prudential West Africa,2022,125,4,Please select your local business unit
Prudential West Africa,2022,125,5,"Overall, how do you rate the state of your mental well-being?"
Prudential West Africa,2022,125,6,Please reflect on the mental wellness related issues listed below and select all the areas you would like us to address in our regular sessions.
Prudential West Africa,2022,125,7,Mental wellness issues requested to address - Emotional intelligence
Prudential West Africa,2022,125,8,Mental wellness issues requested to address - Financial constraints
Prudential West Africa,2022,125,9,Mental wellness issues requested to address - Trauma
Prudential West Africa,2022,125,10,Mental wellness issues requested to address - Work Life Balance
Prudential West Africa,2022,125,11,Mental wellness issues requested to address - Substance and Drug Dependence
Prudential West Africa,2022,125,12,Mental wellness issues requested to address - Bereavement and Loss
Prudential West Africa,2022,125,13,Mental wellness issues requested to address - Relationship Difficulties
Prudential West Africa,2022,125,14,Mental wellness issues requested to address - Unresolved Childhood Difficulties
Prudential West Africa,2022,125,15,Mental wellness issues requested to address - Anxiety and Depression
Prudential West Africa,2022,125,16,Mental wellness issues requested to address - Other (please specify)
Prudential West Africa,2022,125,17,What challenges are you currently facing?
Prudential West Africa,2022,125,18,Current challenges facing employees - Fear of the unknown
Prudential West Africa,2022,125,19,Current challenges facing employees - Anxiety
Prudential West Africa,2022,125,20,Current challenges facing employees - Feeling overwhelmed and isolated
Prudential West Africa,2022,125,21,Current challenges facing employees - Fear of contracting Covid-19
Prudential West Africa,2022,125,22,Current challenges facing employees - Financial issues
Prudential West Africa,2022,125,23,Current challenges facing employees - Relationship issues
Prudential West Africa,2022,125,24,Current challenges facing employees - Fear of losing job
Prudential West Africa,2022,125,25,Current challenges facing employees - Parenting
Prudential West Africa,2022,125,26,Current challenges facing employees - Other (please specify)
Prudential West Africa,2022,125,27,"Over the last month, have you had difficulty sleeping?"
Prudential West Africa,2022,125,28,Do you have trouble thinking clearly?
Prudential West Africa,2022,125,29,Do you cry more than usual?
Prudential West Africa,2022,125,30,Do you find it difficult to enjoy your daily activities?
Prudential West Africa,2022,125,31,Do you find it difficult to make decisions?
Prudential West Africa,2022,125,32,Are you unable to play a useful part in life?
Prudential West Africa,2022,125,33,Have you lost interest in things you previously enjoyed doing?
Prudential West Africa,2022,125,34,"To what extent do you agree with the following statement ""I feel I have nothing to look forward to"""
Prudential West Africa,2022,125,35,Has the thought of ending your life been on your mind?
Prudential West Africa,2022,125,36,Do you feel tired all the time?
Prudential West Africa,2022,125,37,On what areas would you require support on?
Prudential West Africa,2022,125,38,Would you like us to connect you and/or your dependents with our professional counselors for support?
HD Centre,2024,5,0,Respondent ID
HD Centre,2024,5,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you."
HD Centre,2024,5,2,Please select your gender
HD Centre,2024,5,3,Kindly select your age group
HD Centre,2024,5,4,Please select your respective functional unit from the dropdown below.
HD Centre,2024,5,5,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
HD Centre,2024,5,6,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA
HD Centre,2024,5,7,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING
HD Centre,2024,5,8,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING
HD Centre,2024,5,9,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING
HD Centre,2024,5,10,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING
HD Centre,2024,5,11,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL
HD Centre,2024,5,12,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE
HD Centre,2024,5,13,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB
HD Centre,2024,5,14,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB
HD Centre,2024,5,15,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS
HD Centre,2024,5,16,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE
HD Centre,2024,5,17,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC
HD Centre,2024,5,18,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS
HD Centre,2024,5,19,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify)
HD Centre,2024,5,20,Which of the above would you like to join as a champion or a committee member?
HD Centre,2024,5,21,Champion/Committee Interested joining as member - ZUMBA
HD Centre,2024,5,22,Champion/Committee Interested joining as member - SWIMMING
HD Centre,2024,5,23,Champion/Committee Interested joining as member - HIKING
HD Centre,2024,5,24,Champion/Committee Interested joining as member - CYCLING
HD Centre,2024,5,25,Champion/Committee Interested joining as member - RUNNING
HD Centre,2024,5,26,Champion/Committee Interested joining as member - FOOTBALL
HD Centre,2024,5,27,Champion/Committee Interested joining as member - MEN'S CAVE
HD Centre,2024,5,28,Champion/Committee Interested joining as member - LADIES CLUB
HD Centre,2024,5,29,Champion/Committee Interested joining as member - BOOK CLUB
HD Centre,2024,5,30,Champion/Committee Interested joining as member - DIET/NUTRITION PROGRAMS
HD Centre,2024,5,31,Champion/Committee Interested joining as member - STAIRCASE/STEP CHALLENGE
HD Centre,2024,5,32,Champion/Committee Interested joining as member - MEDITATION/YOGA/MUSIC
HD Centre,2024,5,33,Champion/Committee Interested joining as member - QUIZ DAYS
HD Centre,2024,5,34,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
HD Centre,2024,5,35,Mental Wellness Issue would like adressed - Work/job-related stressors
HD Centre,2024,5,36,Mental Wellness Issue would like adressed - Building Healthy families
HD Centre,2024,5,37,Mental Wellness Issue would like adressed - Emotional Wellbeing
HD Centre,2024,5,38,Mental Wellness Issue would like adressed - Financial Wellbeing
HD Centre,2024,5,39,"Mental Wellness Issue would like adressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
HD Centre,2024,5,40,Mental Wellness Issue would like adressed - Substance and Drug Dependence
HD Centre,2024,5,41,Mental Wellness Issue would like adressed - Healthy Relationships
HD Centre,2024,5,42,Mental Wellness Issue would like adressed - Unresolved Childhood Difficulties
HD Centre,2024,5,43,Mental Wellness Issue would like adressed - Anxiety and Depression
HD Centre,2024,5,44,Mental Wellness Issue would like adressed - Work-life balance
HD Centre,2024,5,45,Mental Wellness Issue would like adressed - Lifestyle diseases management
HD Centre,2024,5,46,Mental Wellness Issue would like adressed - Effective Parenting skills (Managing children and teenagers)
HD Centre,2024,5,47,Mental Wellness Issue would like adressed - Other (please specify)
HD Centre,2024,5,48,Which of the following training programs would you like to attend?
HD Centre,2024,5,49,Training Program Interest Joining - Mental Health Peer counsellor
HD Centre,2024,5,50,Training Program Interest Joining - Baby minder trainings (training for your nannies)
HD Centre,2024,5,51,Training Program Interest Joining - Youth/Peer mentorship program (Training for your adolescent son/daughter)
HD Centre,2024,5,52,Training Program Interest Joining - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
HD Centre,2024,5,53,Training Program Interest Joining - Other (please specify)
HD Centre,2024,5,54,Which of the health and wellbeing clubs below would you be interested to join?
HD Centre,2024,5,55,Health & Wellbeing Club Interested Joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
HD Centre,2024,5,56,"Health & Wellbeing Club Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
HD Centre,2024,5,57,"Health & Wellbeing Club Interested Joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
HD Centre,2024,5,58,Health & Wellbeing Club Interested Joining - Other (please specify)
Hotpoint,2024,143,0,Respondent ID
Hotpoint,2024,143,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you."
Hotpoint,2024,143,2,Please select your gender
Hotpoint,2024,143,3,Kindly select your age group
Hotpoint,2024,143,4,Please select your department from the drop down below
Hotpoint,2024,143,5,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
Hotpoint,2024,143,6,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA
Hotpoint,2024,143,7,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING
Hotpoint,2024,143,8,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING
Hotpoint,2024,143,9,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING
Hotpoint,2024,143,10,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING
Hotpoint,2024,143,11,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL
Hotpoint,2024,143,12,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE
Hotpoint,2024,143,13,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB
Hotpoint,2024,143,14,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB
Hotpoint,2024,143,15,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS
Hotpoint,2024,143,16,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE
Hotpoint,2024,143,17,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC
Hotpoint,2024,143,18,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS
Hotpoint,2024,143,19,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify)
Hotpoint,2024,143,20,Which of the above would you like to join as a champion or a committee member?
Hotpoint,2024,143,21,Champion/Committee Interested joining - ZUMBA
Hotpoint,2024,143,22,Champion/Committee Interested joining - SWIMMING
Hotpoint,2024,143,23,Champion/Committee Interested joining - HIKING
Hotpoint,2024,143,24,Champion/Committee Interested joining - CYCLING
Hotpoint,2024,143,25,Champion/Committee Interested joining - RUNNING
Hotpoint,2024,143,26,Champion/Committee Interested joining - FOOTBALL
Hotpoint,2024,143,27,Champion/Committee Interested joining - MEN'S CAVE
Hotpoint,2024,143,28,Champion/Committee Interested joining - LADIES CLUB
Hotpoint,2024,143,29,Champion/Committee Interested joining - BOOK CLUB
Hotpoint,2024,143,30,Champion/Committee Interested joining - DIET/NUTRITION PROGRAMS
Hotpoint,2024,143,31,Champion/Committee Interested joining - STAIRCASE/STEP CHALLENGE
Hotpoint,2024,143,32,Champion/Committee Interested joining - MEDITATION/YOGA/MUSIC
Hotpoint,2024,143,33,Champion/Committee Interested joining - QUIZ DAYS
Hotpoint,2024,143,34,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
Hotpoint,2024,143,35,Mental Wellness Issue would like addressed - Work/job-related stressors
Hotpoint,2024,143,36,Mental Wellness Issue would like addressed - Building Healthy families
Hotpoint,2024,143,37,Mental Wellness Issue would like addressed - Emotional Wellbeing
Hotpoint,2024,143,38,Mental Wellness Issue would like addressed - Financial Wellbeing
Hotpoint,2024,143,39,"Mental Wellness Issue would like addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
Hotpoint,2024,143,40,Mental Wellness Issue would like addressed - Substance and Drug Dependence
Hotpoint,2024,143,41,Mental Wellness Issue would like addressed - Healthy Relationships
Hotpoint,2024,143,42,Mental Wellness Issue would like addressed - Unresolved Childhood Difficulties
Hotpoint,2024,143,43,Mental Wellness Issue would like addressed - Anxiety and Depression
Hotpoint,2024,143,44,Mental Wellness Issue would like addressed - Work-life balance
Hotpoint,2024,143,45,Mental Wellness Issue would like addressed - Lifestyle diseases management
Hotpoint,2024,143,46,Mental Wellness Issue would like addressed - Effective Parenting skills (Managing children and teenagers)
Hotpoint,2024,143,47,Mental Wellness Issue would like addressed - Other (please specify)
Hotpoint,2024,143,48,Which of the following training programs would you like to attend?
Hotpoint,2024,143,49,Training Program Interested Attending - Mental Health Peer counsellor
Hotpoint,2024,143,50,Training Program Interested Attending - Baby minder trainings (training for your nannies)
Hotpoint,2024,143,51,Training Program Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
Hotpoint,2024,143,52,Training Program Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
Hotpoint,2024,143,53,Training Program Interested Attending - Other (please specify)
Hotpoint,2024,143,54,Which of the health and wellbeing clubs below would you be interested to join?
Hotpoint,2024,143,55,Health & Wellbeing Club Interest - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
Hotpoint,2024,143,56,"Health & Wellbeing Club Interest - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
Hotpoint,2024,143,57,"Health & Wellbeing Club Interest - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
Hotpoint,2024,143,58,Health & Wellbeing Club Interest - Other (please specify)
UNFCU,2024,32,0,Respondent ID
UNFCU,2024,32,1,Please select your gender
UNFCU,2024,32,2,Kindly select your age group
UNFCU,2024,32,3,Please select your respective functional unit from the dropdown below.
UNFCU,2024,32,4,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
UNFCU,2024,32,5,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA
UNFCU,2024,32,6,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING
UNFCU,2024,32,7,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING
UNFCU,2024,32,8,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING
UNFCU,2024,32,9,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING
UNFCU,2024,32,10,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL
UNFCU,2024,32,11,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE
UNFCU,2024,32,12,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB
UNFCU,2024,32,13,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB
UNFCU,2024,32,14,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS
UNFCU,2024,32,15,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE
UNFCU,2024,32,16,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC
UNFCU,2024,32,17,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS
UNFCU,2024,32,18,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify)
UNFCU,2024,32,19,Which of the above would you like to join as a champion or a committee member?
UNFCU,2024,32,20,Champion/Committee Interested Joining - ZUMBA
UNFCU,2024,32,21,Champion/Committee Interested Joining - SWIMMING
UNFCU,2024,32,22,Champion/Committee Interested Joining - HIKING
UNFCU,2024,32,23,Champion/Committee Interested Joining - CYCLING
UNFCU,2024,32,24,Champion/Committee Interested Joining - RUNNING
UNFCU,2024,32,25,Champion/Committee Interested Joining - FOOTBALL
UNFCU,2024,32,26,Champion/Committee Interested Joining - MEN'S CAVE
UNFCU,2024,32,27,Champion/Committee Interested Joining - LADIES CLUB
UNFCU,2024,32,28,Champion/Committee Interested Joining - BOOK CLUB
UNFCU,2024,32,29,Champion/Committee Interested Joining - DIET/NUTRITION PROGRAMS
UNFCU,2024,32,30,Champion/Committee Interested Joining - STAIRCASE/STEP CHALLENGE
UNFCU,2024,32,31,Champion/Committee Interested Joining - MEDITATION/YOGA/MUSIC
UNFCU,2024,32,32,Champion/Committee Interested Joining - QUIZ DAYS
UNFCU,2024,32,33,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
UNFCU,2024,32,34,Mental Wellness Issue requestes to address - Work/job-related stressors
UNFCU,2024,32,35,Mental Wellness Issue requestes to address - Building Healthy families
UNFCU,2024,32,36,Mental Wellness Issue requestes to address - Emotional Wellbeing
UNFCU,2024,32,37,Mental Wellness Issue requestes to address - Financial Wellbeing
UNFCU,2024,32,38,"Mental Wellness Issue requestes to address - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
UNFCU,2024,32,39,Mental Wellness Issue requestes to address - Substance and Drug Dependence
UNFCU,2024,32,40,Mental Wellness Issue requestes to address - Healthy Relationships
UNFCU,2024,32,41,Mental Wellness Issue requestes to address - Unresolved Childhood Difficulties
UNFCU,2024,32,42,Mental Wellness Issue requestes to address - Anxiety and Depression
UNFCU,2024,32,43,Mental Wellness Issue requestes to address - Work-life balance
